wid,predicted_category
1446,affection
6894,exercise
4683,achievement
9363,affection
13013,affection
7372,affection
671,affection
4703,leisure
778,affection
485,affection
141,affection
827,affection
9954,bonding
3563,achievement
424,achievement
238,affection
1806,affection
1085,achievement
811,achievement
910,achievement
654,bonding
2683,affection
12843,leisure
165,affection
13684,affection
1088,achievement
1380,achievement
608,achievement
10932,achievement
1041,achievement
1162,affection
11460,achievement
2285,achievement
384,achievement
268,bonding
212,enjoy_the_moment
220,affection
13007,affection
9471,enjoy_the_moment
955,achievement
197,affection
4697,achievement
200,achievement
228,affection
17,achievement
6300,achievement
712,affection
901,affection
101,achievement
11392,enjoy_the_moment
7379,achievement
6749,affection
664,achievement
1103,affection
3160,achievement
1933,achievement
1220,achievement
302,achievement
8150,bonding
1963,achievement
1152,affection
1403,affection
2286,affection
3458,affection
1016,achievement
767,achievement
5571,achievement
1411,affection
12829,achievement
279,achievement
1363,achievement
1289,achievement
8079,enjoy_the_moment
11370,affection
697,affection
1319,bonding
2624,affection
8008,affection
3896,affection
2085,enjoy_the_moment
602,affection
740,achievement
1559,enjoy_the_moment
2395,enjoy_the_moment
13835,bonding
2838,achievement
5248,affection
1773,affection
6197,leisure
3396,achievement
441,bonding
203,affection
538,affection
1098,affection
1386,bonding
13500,nature
11369,affection
180,affection
3167,achievement
2008,achievement
3013,affection
12692,achievement
1172,achievement
596,bonding
7851,affection
12063,achievement
9037,achievement
21,enjoy_the_moment
9800,achievement
4317,achievement
913,affection
34,bonding
5071,affection
5100,affection
5725,affection
2174,enjoy_the_moment
221,achievement
620,achievement
395,affection
5833,affection
5931,bonding
9410,affection
9391,bonding
3887,affection
10104,affection
8838,affection
8092,achievement
6712,enjoy_the_moment
3453,achievement
13717,affection
12093,bonding
9318,achievement
3135,affection
5398,bonding
5244,achievement
64,achievement
8653,affection
1736,achievement
1253,enjoy_the_moment
8144,achievement
9230,achievement
4473,affection
2146,achievement
744,achievement
79,bonding
5336,affection
10027,achievement
2284,affection
2739,enjoy_the_moment
4302,bonding
12497,affection
12507,achievement
1407,enjoy_the_moment
13055,affection
9,affection
392,achievement
4926,affection
804,enjoy_the_moment
6797,enjoy_the_moment
169,bonding
3808,affection
131,leisure
989,achievement
833,affection
13473,achievement
246,achievement
799,enjoy_the_moment
877,affection
296,leisure
659,affection
1147,achievement
58,affection
1601,achievement
914,achievement
1271,affection
454,achievement
882,leisure
678,affection
639,affection
713,achievement
80,achievement
3102,achievement
505,achievement
100,achievement
7961,bonding
1203,leisure
108,achievement
1908,leisure
480,bonding
1997,achievement
394,bonding
68,achievement
381,enjoy_the_moment
692,achievement
4522,achievement
194,achievement
315,bonding
7917,achievement
1075,achievement
2271,achievement
2572,achievement
428,affection
509,affection
722,achievement
493,affection
1576,achievement
617,affection
403,affection
130,enjoy_the_moment
397,bonding
1191,achievement
674,achievement
1700,achievement
683,achievement
548,affection
1330,bonding
1138,achievement
638,achievement
437,achievement
1276,bonding
1081,leisure
636,enjoy_the_moment
1591,affection
331,leisure
645,affection
152,leisure
415,affection
408,affection
598,affection
988,nature
1188,enjoy_the_moment
66,affection
7,enjoy_the_moment
208,achievement
501,affection
8115,achievement
512,achievement
3356,enjoy_the_moment
453,leisure
295,achievement
1832,achievement
390,nature
376,achievement
20,achievement
3663,affection
93,achievement
202,achievement
2566,achievement
1419,affection
591,affection
631,bonding
1793,affection
1531,affection
434,achievement
59,achievement
1541,bonding
1042,affection
271,achievement
183,bonding
894,achievement
278,achievement
1404,affection
557,bonding
260,achievement
253,achievement
766,bonding
112,achievement
887,affection
1344,achievement
87,enjoy_the_moment
986,achievement
204,achievement
243,affection
281,affection
250,bonding
99,affection
181,affection
945,bonding
37,achievement
668,affection
1584,achievement
245,achievement
1129,affection
1917,affection
1998,achievement
1077,achievement
111,achievement
314,achievement
1451,affection
676,achievement
637,bonding
3238,achievement
1552,achievement
210,enjoy_the_moment
277,enjoy_the_moment
1182,nature
4834,affection
92,bonding
406,achievement
785,bonding
4559,achievement
1018,exercise
492,achievement
1160,bonding
422,achievement
3933,exercise
1229,affection
10179,achievement
134,achievement
822,affection
354,affection
3690,achievement
1090,enjoy_the_moment
9029,affection
3037,achievement
244,affection
520,achievement
1150,leisure
2595,affection
12665,bonding
13051,achievement
13731,affection
1259,achievement
2480,achievement
1314,achievement
1847,achievement
137,achievement
623,achievement
958,leisure
320,achievement
4301,affection
1108,bonding
742,affection
2688,nature
274,achievement
305,achievement
911,affection
829,affection
13193,enjoy_the_moment
11614,achievement
2262,affection
522,achievement
190,achievement
11255,affection
456,enjoy_the_moment
186,achievement
478,bonding
751,bonding
857,leisure
783,enjoy_the_moment
691,enjoy_the_moment
286,achievement
42,achievement
1910,affection
3499,achievement
150,affection
832,enjoy_the_moment
1802,affection
11981,achievement
4401,affection
820,achievement
290,affection
1049,affection
482,achievement
6752,achievement
603,achievement
30,affection
960,leisure
372,affection
2356,enjoy_the_moment
1618,achievement
255,achievement
174,achievement
543,achievement
3588,bonding
1623,affection
8310,achievement
9094,affection
2998,achievement
2364,affection
367,achievement
3371,achievement
410,achievement
1008,affection
333,bonding
1223,achievement
84,leisure
1770,affection
8925,leisure
3138,achievement
1454,bonding
2438,affection
474,enjoy_the_moment
2415,affection
969,nature
1009,leisure
753,achievement
2971,achievement
1394,leisure
1109,affection
1341,bonding
764,achievement
7927,achievement
423,affection
3113,enjoy_the_moment
89,nature
1672,achievement
2314,achievement
298,affection
1017,achievement
730,bonding
353,achievement
1893,bonding
3173,achievement
382,enjoy_the_moment
1059,bonding
2042,enjoy_the_moment
1272,achievement
673,bonding
5028,bonding
745,leisure
1741,affection
269,achievement
323,achievement
2468,affection
884,bonding
1428,achievement
4103,enjoy_the_moment
6764,achievement
12858,bonding
287,achievement
88,leisure
628,achievement
2409,achievement
2835,bonding
13223,achievement
644,affection
95,affection
11942,bonding
897,affection
1978,achievement
1071,enjoy_the_moment
1480,affection
433,achievement
166,affection
754,affection
873,achievement
547,achievement
807,bonding
267,achievement
923,affection
1168,achievement
103,achievement
11091,affection
459,achievement
550,bonding
3232,affection
1207,affection
1610,achievement
1539,affection
12852,achievement
9123,achievement
4348,affection
276,affection
1269,affection
1395,affection
114,enjoy_the_moment
601,affection
3278,affection
452,affection
781,achievement
2704,achievement
735,affection
2405,leisure
2901,affection
1115,leisure
4156,achievement
1112,achievement
964,affection
199,leisure
933,affection
306,bonding
451,achievement
707,nature
8755,affection
4536,affection
1449,enjoy_the_moment
345,affection
889,achievement
3967,bonding
696,affection
230,achievement
867,achievement
1274,affection
13009,affection
850,achievement
2070,achievement
852,affection
794,achievement
5512,achievement
1278,affection
9444,achievement
635,achievement
11607,achievement
135,bonding
334,bonding
2183,affection
83,achievement
6503,affection
196,affection
1353,affection
6597,achievement
2503,achievement
1711,bonding
1400,affection
2773,nature
1279,affection
1882,affection
3626,affection
1418,leisure
872,achievement
3993,achievement
388,leisure
4200,achievement
743,achievement
1456,affection
11665,affection
1015,affection
687,achievement
2207,affection
10116,affection
13808,achievement
7604,bonding
569,leisure
1518,bonding
710,achievement
13781,affection
398,affection
571,achievement
9910,bonding
3280,bonding
1082,bonding
1492,affection
607,achievement
7127,achievement
682,leisure
11457,bonding
117,bonding
270,achievement
9736,affection
604,affection
1815,affection
5202,nature
11409,affection
5572,achievement
1368,affection
3734,affection
327,leisure
917,affection
940,achievement
519,bonding
527,affection
560,achievement
7559,affection
6294,affection
883,leisure
1867,achievement
861,affection
9058,affection
1243,affection
10194,achievement
655,achievement
705,enjoy_the_moment
284,enjoy_the_moment
577,affection
127,affection
693,affection
460,achievement
387,achievement
592,bonding
2474,achievement
9182,affection
53,enjoy_the_moment
484,achievement
232,affection
711,achievement
7780,affection
8978,bonding
798,achievement
1355,affection
1014,achievement
906,leisure
13756,bonding
148,achievement
11689,affection
11984,affection
469,affection
523,bonding
4899,affection
177,affection
7017,affection
1185,achievement
6562,affection
1139,achievement
1347,affection
2597,achievement
2450,affection
3937,affection
1170,affection
3905,achievement
1876,affection
921,achievement
1124,affection
285,bonding
1173,affection
447,achievement
1268,achievement
10474,achievement
293,enjoy_the_moment
944,affection
1023,affection
184,achievement
669,affection
1002,achievement
5203,bonding
2512,achievement
1379,affection
4718,affection
1087,affection
8789,affection
48,affection
684,leisure
594,bonding
2367,achievement
6825,achievement
1232,affection
719,bonding
1374,achievement
1336,achievement
1638,bonding
425,bonding
5048,affection
10434,achievement
532,affection
145,achievement
1949,affection
663,enjoy_the_moment
5483,bonding
800,achievement
6448,achievement
