wid,age,gender,marital,parenthood,predicted_category
6902,36,m,single,n,achievement
6904,27,f,married,y,achievement
6905,27,f,single,n,achievement
6907,38,f,married,y,achievement
6908,24,f,single,n,achievement
6909,39,m,married,y,achievement
6910,25,m,single,y,achievement
6911,30,f,married,y,achievement
6912,28,m,single,n,achievement
6913,44,f,single,n,achievement
6914,26,m,single,n,achievement
6915,36,f,married,y,achievement
6917,36,f,single,n,achievement
6921,40,f,married,y,achievement
6922,31,m,married,y,affection
6925,27,m,single,n,achievement
6926,32,m,single,n,achievement
6931,24,m,single,n,affection
6936,41,m,married,y,achievement
6937,29,m,single,n,achievement
6938,25,f,single,n,affection
6940,39,f,single,n,achievement
6941,29,f,married,y,affection
6942,21,m,single,n,affection
6943,26,m,single,n,affection
6944,53,m,married,y,affection
6945,27,m,single,n,achievement
6946,47,m,married,y,achievement
6948,29,m,single,n,achievement
6951,32,m,married,y,affection
6954,50,m,single,n,achievement
6956,22,m,single,n,achievement
6957,26,m,single,n,affection
6958,53,f,married,y,achievement
6959,27,f,single,n,achievement
6961,29,f,married,y,achievement
6962,24,f,single,n,achievement
6963,30,f,married,y,achievement
6964,42,f,married,y,achievement
6966,27,f,single,n,achievement
6968,26,m,single,n,achievement
6970,27,f,single,n,affection
6974,30,m,single,n,achievement
6978,26,m,single,n,affection
6979,29,m,married,y,achievement
6980,26,f,single,n,achievement
6981,48,f,married,y,affection
6982,23,m,married,y,achievement
6984,49,m,single,n,achievement
6985,40,m,single,n,achievement
6986,45,m,married,y,affection
6987,33,m,married,n,achievement
6988,36,f,married,y,achievement
6989,42,f,married,y,affection
6990,47,m,married,y,achievement
6992,35,f,married,y,achievement
6993,23,f,married,y,achievement
6998,19,f,single,n,achievement
7000,18,f,single,n,affection
7001,55,f,married,y,affection
7002,24,f,married,n,achievement
7005,32,f,married,y,achievement
7008,30,f,single,n,achievement
7009,30,m,married,y,achievement
7010,22,f,single,n,achievement
7012,29,f,married,y,affection
7013,25,m,single,n,affection
7014,31,f,married,y,achievement
7015,34,m,single,n,achievement
7017,38,m,married,y,affection
7022,22,f,single,n,achievement
7024,21,f,single,n,achievement
7025,32,f,married,y,achievement
7027,20,f,single,n,achievement
7030,30,m,married,n,achievement
7031,23,m,single,n,achievement
7035,29,f,married,y,achievement
7038,39,f,single,n,achievement
7041,30,m,single,y,achievement
7042,40,m,single,n,achievement
7043,27,f,married,y,affection
7045,25,f,married,n,affection
7047,40,f,married,y,affection
7049,49,f,married,n,achievement
7052,19,f,single,n,achievement
7053,25,m,single,n,affection
7054,22,m,single,n,achievement
7055,30,f,married,y,achievement
7056,36,f,married,n,achievement
7057,20,f,single,n,affection
7058,30,m,married,y,achievement
7061,54,m,married,y,affection
7062,26,f,married,n,achievement
7063,33,f,single,n,achievement
7065,25,m,single,n,achievement
7067,31,m,married,y,affection
7068,32,m,single,n,achievement
7069,36,m,married,n,achievement
7075,22,f,single,n,achievement
7076,27,f,single,n,affection
7078,25,m,married,n,achievement
7082,34,f,single,n,achievement
7083,27,m,single,n,achievement
7084,23,f,single,n,achievement
7086,26,m,single,n,achievement
7087,28,m,married,y,achievement
7088,52,f,married,y,affection
7089,35,f,married,y,achievement
7090,52,f,married,y,affection
7092,53,m,married,y,achievement
7093,26,m,single,n,achievement
7094,24,f,single,n,achievement
7095,27,m,single,n,achievement
7096,25,m,single,n,achievement
7097,33,f,single,n,achievement
7101,30,f,married,y,achievement
7104,26,f,single,n,achievement
7105,18,f,single,y,achievement
7106,28,m,single,n,achievement
7107,37,f,married,y,affection
7109,39,m,married,y,achievement
7110,23,m,single,n,achievement
7111,30,m,single,n,achievement
7112,30,m,married,n,achievement
7113,26,f,married,n,achievement
7115,23,m,single,n,achievement
7117,22,f,single,n,affection
7118,39,m,single,n,achievement
7119,39,m,married,y,achievement
7121,21,f,single,n,achievement
7122,24,m,single,n,achievement
7124,37,f,single,y,affection
7126,26,f,single,n,achievement
7127,21,m,single,n,achievement
7128,32,f,married,n,affection
7130,29,f,single,n,affection
7132,41,f,married,y,achievement
7133,34,m,single,n,achievement
7135,23,f,single,n,achievement
7136,53,f,married,y,affection
7137,18,m,single,n,achievement
7139,40,f,married,y,achievement
7142,25,f,single,n,achievement
7143,24,m,single,n,achievement
7146,23,m,single,n,achievement
7150,37,m,married,y,achievement
7151,41,f,married,y,achievement
7153,43,f,married,y,affection
7154,26,m,married,y,affection
7155,32,m,married,y,achievement
7156,43,f,married,n,affection
7157,27,f,married,n,achievement
7159,31,f,single,n,achievement
7161,40,f,married,y,achievement
7162,19,m,single,y,achievement
7163,28,m,single,y,achievement
7165,37,f,single,n,affection
7166,32,f,single,n,affection
7168,36,m,married,n,achievement
7169,31,f,married,n,achievement
7170,54,f,married,n,achievement
7171,30,f,single,n,achievement
7172,30,m,single,n,achievement
7174,29,f,married,y,affection
7175,30,m,married,n,affection
7178,18,f,single,n,achievement
7179,21,m,single,n,achievement
7180,42,m,married,y,achievement
7181,32,f,married,y,achievement
7183,26,m,married,y,affection
7184,38,m,married,y,achievement
7185,30,m,single,n,affection
7186,19,f,single,n,achievement
7187,40,f,single,n,achievement
7188,27,m,married,n,achievement
7189,33,m,single,n,achievement
7190,21,f,single,n,achievement
7191,33,f,married,y,affection
7194,44,m,married,y,achievement
7196,35,m,married,y,achievement
7201,43,f,married,y,achievement
7202,38,f,married,y,achievement
7204,29,f,single,y,achievement
7205,41,f,married,y,affection
7208,34,f,married,y,achievement
7212,55,f,single,n,affection
7215,27,f,married,y,achievement
7217,21,m,single,n,achievement
7220,27,f,married,n,affection
7221,29,m,married,n,achievement
7222,31,m,single,n,achievement
7223,40,f,single,y,achievement
7224,34,m,married,n,affection
7225,23,m,single,n,achievement
7227,29,m,single,n,achievement
7228,25,f,single,y,affection
7231,20,m,single,n,achievement
7233,31,f,married,y,achievement
7235,35,f,single,n,affection
7236,25,f,single,n,affection
7237,46,f,married,y,affection
7238,27,m,single,n,achievement
7239,32,m,married,y,achievement
7240,27,m,single,n,achievement
7241,27,f,single,y,affection
7242,38,f,single,n,achievement
7244,26,m,single,n,achievement
7246,26,m,single,n,achievement
7247,36,m,married,n,achievement
7248,19,m,single,n,achievement
7250,41,m,married,y,achievement
7253,20,m,single,n,achievement
7254,27,f,married,y,achievement
7256,19,m,single,n,achievement
7258,36,f,married,y,affection
7259,25,m,single,n,affection
7260,23,f,single,n,achievement
7261,34,f,married,y,affection
7262,25,f,married,n,affection
7265,32,m,single,n,affection
7266,29,m,married,y,affection
7267,33,f,single,n,affection
7268,28,m,single,n,achievement
7271,30,f,married,n,affection
7276,31,f,married,y,achievement
7277,36,m,married,y,achievement
7279,40,m,married,y,affection
7280,26,f,married,n,affection
7281,31,f,married,y,achievement
7282,40,f,married,y,achievement
7283,30,f,married,y,achievement
7285,33,f,married,y,achievement
7287,23,f,single,n,affection
7288,26,f,single,n,achievement
7290,33,f,married,n,achievement
7291,26,m,married,y,affection
7292,37,f,married,y,achievement
7294,39,f,single,y,achievement
7295,28,m,married,y,achievement
7296,53,f,married,y,affection
7297,21,f,single,n,affection
7301,53,f,married,y,achievement
7302,29,m,married,n,achievement
7303,22,f,single,n,achievement
7305,30,f,married,y,achievement
7306,23,f,single,n,affection
7307,39,m,married,y,affection
7308,29,m,single,n,achievement
7309,33,f,married,y,affection
7313,29,m,married,n,achievement
7314,28,m,married,y,affection
7315,33,f,married,n,achievement
7316,30,f,married,y,achievement
7318,35,m,married,n,achievement
7319,25,f,married,n,achievement
7321,25,m,single,n,achievement
7322,33,f,married,y,affection
7324,27,f,single,n,achievement
7328,41,m,married,y,affection
7329,27,m,single,n,achievement
7330,21,f,single,n,achievement
7331,38,f,married,y,affection
7332,25,m,single,n,achievement
7334,37,m,single,y,affection
7335,20,f,single,n,achievement
7337,36,f,married,y,affection
7338,27,m,single,n,achievement
7343,23,m,single,n,achievement
7344,28,m,married,n,achievement
7346,32,f,married,y,affection
7348,41,m,single,n,affection
7351,23,m,single,n,affection
7354,21,f,single,n,achievement
7355,26,f,married,n,achievement
7357,33,f,married,y,achievement
7358,30,m,married,n,achievement
7362,29,m,single,n,achievement
7363,25,m,single,n,achievement
7369,37,f,married,y,achievement
7370,28,f,single,n,affection
7372,33,m,married,y,achievement
7374,23,m,single,n,achievement
7376,24,m,married,n,achievement
7377,21,f,single,n,achievement
7378,25,m,single,n,achievement
7381,21,m,single,n,affection
7382,34,m,married,n,achievement
7384,27,m,single,n,affection
7385,26,m,married,n,achievement
7386,51,m,married,y,achievement
7387,42,f,married,y,affection
7389,32,m,married,y,achievement
7391,27,f,single,n,achievement
7392,22,f,single,n,achievement
7394,34,m,married,n,affection
7397,32,f,married,y,affection
7399,22,f,single,n,affection
7401,32,m,married,y,affection
7402,38,f,married,y,affection
7403,29,m,single,n,achievement
7407,28,m,married,n,achievement
7409,41,f,single,n,achievement
7410,19,m,single,n,achievement
7411,29,f,married,n,achievement
7413,30,m,single,n,achievement
7414,42,m,married,y,affection
7416,23,m,single,n,achievement
7419,39,m,single,n,affection
7426,31,f,single,y,affection
7427,28,f,single,n,achievement
7428,32,f,single,n,affection
7429,22,m,single,y,achievement
7430,40,f,single,n,affection
7431,23,m,single,n,affection
7432,26,m,single,n,achievement
7433,44,f,married,n,achievement
7435,28,m,single,n,achievement
7439,34,f,married,y,affection
7440,26,f,married,y,achievement
7441,26,m,married,y,achievement
7442,38,f,married,y,achievement
7443,19,f,single,n,affection
7444,33,f,married,y,achievement
7445,29,f,single,n,achievement
7446,33,f,married,n,achievement
7448,33,m,married,n,achievement
7449,26,f,single,n,achievement
7450,49,m,married,y,achievement
7451,33,m,married,n,affection
7452,37,m,married,n,achievement
7454,27,f,married,n,achievement
7455,26,m,single,n,achievement
7457,21,m,single,n,achievement
7460,51,f,married,y,affection
7462,34,m,single,y,affection
7463,37,m,married,y,achievement
7466,50,f,married,y,achievement
7467,31,f,married,n,achievement
7468,32,m,single,n,achievement
7471,35,f,married,y,achievement
7472,36,f,single,n,achievement
7473,25,f,single,n,affection
7474,27,f,single,n,affection
7477,30,f,married,y,achievement
7478,33,f,married,y,affection
7480,48,m,married,y,affection
7481,55,f,married,y,achievement
7485,33,f,married,y,achievement
7486,27,f,single,n,achievement
7489,23,f,single,n,achievement
7490,20,f,single,n,achievement
7491,26,m,married,n,achievement
7492,43,m,married,n,achievement
7493,30,f,married,y,affection
7495,33,m,married,n,affection
7496,21,m,single,n,achievement
7499,47,f,married,y,achievement
7500,28,f,married,n,achievement
7502,36,m,married,y,achievement
7503,37,m,single,n,achievement
7504,29,m,single,n,achievement
7506,52,f,married,n,achievement
7507,52,f,married,y,affection
7508,43,m,married,y,achievement
7509,43,f,married,y,achievement
7511,37,f,single,n,achievement
7512,35,m,married,n,achievement
7515,28,m,single,n,achievement
7516,30,f,married,y,affection
7517,44,f,married,y,affection
7518,19,m,single,n,achievement
7519,30,f,single,y,achievement
7522,36,f,married,y,affection
7523,39,m,married,n,achievement
7527,35,m,single,n,achievement
7528,47,m,married,y,achievement
7529,28,f,single,y,achievement
7530,38,f,married,y,achievement
7531,31,f,married,y,affection
7535,23,f,single,n,affection
7536,33,f,married,y,achievement
7538,26,f,single,y,achievement
7540,28,m,single,n,achievement
7541,20,m,single,n,achievement
7543,30,f,married,n,achievement
7546,26,f,single,n,affection
7547,19,f,single,n,affection
7548,31,m,married,n,affection
7549,32,f,single,n,affection
7555,25,f,married,y,affection
7559,47,f,married,y,affection
7560,29,f,married,n,achievement
7562,23,f,single,n,achievement
7564,39,f,married,y,affection
7565,28,f,married,y,affection
7568,23,f,married,n,affection
7569,40,f,married,y,affection
7570,34,f,married,y,affection
7571,22,m,single,n,achievement
7572,23,f,single,y,achievement
7574,25,f,single,n,achievement
7576,25,m,single,n,achievement
7579,32,f,married,n,affection
7582,32,m,married,n,affection
7583,32,f,single,y,affection
7585,39,f,married,y,achievement
7586,36,f,married,n,achievement
7587,19,m,single,n,achievement
7588,37,f,married,y,affection
7589,28,f,single,n,affection
7593,28,m,single,n,achievement
7596,40,m,single,n,achievement
7598,26,f,single,n,achievement
7602,18,f,single,n,achievement
7604,36,m,married,y,achievement
7606,31,m,single,n,achievement
7607,25,f,married,n,achievement
7609,24,m,single,n,achievement
7610,25,f,married,y,affection
7613,27,m,married,y,achievement
7614,33,m,married,y,achievement
7616,20,m,single,n,achievement
7617,26,m,single,n,achievement
7618,37,f,married,y,achievement
7619,25,m,single,n,achievement
7620,20,m,single,n,achievement
7621,30,m,married,y,affection
7622,28,f,married,y,achievement
7623,31,f,single,n,affection
7624,39,m,married,n,achievement
7625,23,f,single,n,achievement
7626,34,f,married,y,achievement
7627,32,f,married,y,achievement
7628,32,m,single,n,achievement
7629,23,f,single,n,achievement
7632,30,f,single,n,achievement
7634,27,f,married,y,affection
7636,20,f,single,y,achievement
7637,34,m,married,n,affection
7638,28,f,married,y,affection
7642,19,m,single,n,achievement
7643,27,m,single,n,achievement
7645,36,f,married,y,achievement
7646,18,m,single,n,achievement
7648,22,m,single,n,achievement
7652,20,f,single,n,achievement
7654,26,m,married,n,achievement
7655,24,m,married,n,achievement
7656,38,m,married,y,achievement
7657,34,f,married,n,affection
7659,29,f,married,y,affection
7660,23,m,single,n,achievement
7661,22,m,single,n,achievement
7662,38,f,married,y,affection
7663,32,m,married,y,achievement
7664,36,m,married,y,achievement
7666,31,f,single,n,affection
7668,27,f,married,n,affection
7669,38,f,married,y,achievement
7672,28,f,single,n,achievement
7673,23,f,single,n,achievement
7674,41,f,married,y,affection
7675,43,m,married,y,achievement
7676,26,f,single,n,achievement
7678,38,m,married,y,achievement
7680,37,f,single,n,achievement
7681,47,m,married,y,achievement
7682,35,m,single,n,achievement
7683,26,f,married,y,achievement
7684,25,f,single,n,achievement
7685,44,m,married,y,affection
7686,21,m,single,n,achievement
7688,25,m,married,y,achievement
7689,51,f,married,y,affection
7690,23,m,single,n,achievement
7691,20,m,single,n,achievement
7692,36,f,single,n,affection
7693,25,f,single,n,achievement
7694,22,m,single,n,achievement
7695,24,m,single,n,affection
7696,48,m,married,n,achievement
7697,25,m,single,n,achievement
7698,38,m,married,n,achievement
7699,20,m,single,n,achievement
7700,27,m,single,n,affection
7701,37,m,married,n,affection
7702,38,f,single,n,achievement
7705,21,f,single,n,achievement
7706,41,f,married,y,achievement
7710,28,m,married,y,affection
7711,32,f,married,y,affection
7712,22,m,single,n,achievement
7713,35,f,married,y,affection
7714,20,m,single,n,achievement
7716,24,m,single,n,achievement
7717,30,f,single,n,achievement
7719,29,f,single,n,achievement
7720,24,m,single,n,affection
7721,37,f,married,y,achievement
7722,32,f,married,y,achievement
7725,34,f,married,y,affection
7733,38,f,married,y,achievement
7734,22,m,single,n,achievement
7735,29,f,married,y,affection
7736,28,m,single,n,achievement
7739,41,f,married,y,achievement
7742,28,m,single,n,achievement
7745,31,m,single,n,achievement
